tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
10506	Paramecium bursaria Chlorella virus 1	918231	0	live	A125L	PBCV1_A125L	hypothetical protein				NC_000852.5	66178	67120	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918230	0	live	A647R	PBCV1_A647R	hypothetical protein				NC_000852.5	312293	312862	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918228	0	live	a677L	PBCV1_a677L	hypothetical protein				NC_000852.5	322758	322988	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918227	0	live	A465R	PBCV1_A465R	hypothetical protein				NC_000852.5	223814	224170	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918223	0	live	a648L	PBCV1_a648L	hypothetical protein				NC_000852.5	312869	313078	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918222	0	live	A666L	PBCV1_A666L	hypothetical protein				NC_000852.5	318210	320966	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918221	0	live	A665L	PBCV1_A665L	hypothetical protein				NC_000852.5	317708	318223	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918220	0	live	A664L	PBCV1_A664L	hypothetical protein				NC_000852.5	317180	317644	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918219	0	live	A662L	PBCV1_A662L	hypothetical protein				NC_000852.5	316599	317114	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918214	0	live	A645R	PBCV1_A645R	hypothetical protein				NC_000852.5	311064	311435	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918213	0	live	a043R	PBCV1_a043R	hypothetical protein				NC_000852.5	24798	25025	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918212	0	live	A467L	PBCV1_A467L	hypothetical protein				NC_000852.5	224220	225158	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918211	0	live	a466L	PBCV1_a466L	hypothetical protein				NC_000852.5	223948	224223	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918209	0	live	a459R	PBCV1_a459R	hypothetical protein				NC_000852.5	221286	221588	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918208	0	live	a458L	PBCV1_a458L	hypothetical protein				NC_000852.5	221107	221358	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918206	0	live	a472L	PBCV1_a472L	hypothetical protein				NC_000852.5	227642	227914	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918205	0	live	A471R	PBCV1_A471R	hypothetical protein				NC_000852.5	227367	227888	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918203	0	live	A003R	PBCV1_A003R	hypothetical protein				NC_000852.5	1792	2217	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918202	0	live	a001L	PBCV1_a001L	hypothetical protein				NC_000852.5	280	549	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918201	0	live	A682L	PBCV1_A682L	hypothetical protein				NC_000852.5	324860	325966	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918200	0	live	A678R	PBCV1_A678R	hypothetical protein				NC_000852.5	323700	324857	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918199	0	live	A655L	PBCV1_A655L	hypothetical protein				NC_000852.5	314554	314874	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918197	0	live	A689L	PBCV1_A689L	hypothetical protein				NC_000852.5	328590	329015	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918196	0	live	A687R	PBCV1_A687R	hypothetical protein				NC_000852.5	328310	328537	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918195	0	live	A470R	PBCV1_A470R	hypothetical protein				NC_000852.5	226696	227307	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918194	0	live	a469L	PBCV1_a469L	hypothetical protein				NC_000852.5	226311	226541	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918193	0	live	A468R	PBCV1_A468R	hypothetical protein				NC_000852.5	225292	226623	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918192	0	live	a457R	PBCV1_a457R	hypothetical protein				NC_000852.5	220932	221162	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918191	0	live	A456L	PBCV1_A456L	hypothetical protein				NC_000852.5	220670	222634	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918190	0	live	a455R	PBCV1_a455R	hypothetical protein				NC_000852.5	220218	220661	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918189	0	live	A676R	PBCV1_A676R	hypothetical protein				NC_000852.5	322486	323610	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918184	0	live	A473L	PBCV1_A473L	hypothetical protein				NC_000852.5	228013	229566	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918183	0	live	a545L	PBCV1_a545L	hypothetical protein				NC_000852.5	261324	261545	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918181	0	live	a541R	PBCV1_a541R	hypothetical protein				NC_000852.5	258710	259000	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918180	0	live	A691R	PBCV1_A691R	hypothetical protein				NC_000852.5	329743	330294	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918179	0	live	a478aL	PBCV1_a478aL	hypothetical protein				NC_000852.5	231306	231812	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918178	0	live	A478L	PBCV1_A478L	hypothetical protein				NC_000852.5	230676	231608	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918174	0	live	a550R	PBCV1_a550R	hypothetical protein				NC_000852.5	263955	264365	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918173	0	live	a549R	PBCV1_a549R	hypothetical protein				NC_000852.5	263463	263708	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918172	0	live	A482R	PBCV1_A482R	hypothetical protein				NC_000852.5	232744	233391	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918171	0	live	A481L	PBCV1_A481L	hypothetical protein				NC_000852.5	231952	232626	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918170	0	live	A480L	PBCV1_A480L	hypothetical protein				NC_000852.5	231643	231924	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918169	0	live	a668R	PBCV1_a668R	hypothetical protein				NC_000852.5	319050	319247	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918168	0	live	a667R	PBCV1_a667R	hypothetical protein				NC_000852.5	318660	318950	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918164	0	live	A476R	PBCV1_A476R	hypothetical protein				NC_000852.5	229705	230679	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918161	0	live	a566L	PBCV1_a566L	hypothetical protein				NC_000852.5	274139	274411	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918160	0	live	A044L	PBCV1_A044L	hypothetical protein				NC_000852.5	25383	27182	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918158	0	live	A485R	PBCV1_A485R	hypothetical protein				NC_000852.5	233951	234397	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918157	0	live	a670R	PBCV1_a670R	hypothetical protein				NC_000852.5	320589	320957	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918156	0	live	a669R	PBCV1_a669R	hypothetical protein				NC_000852.5	319126	319377	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918155	0	live	A484L	PBCV1_A484L	hypothetical protein				NC_000852.5	233399	233866	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918148	0	live	A586R	PBCV1_A586R	hypothetical protein				NC_000852.5	282021	282248	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918147	0	live	a585R	PBCV1_a585R	hypothetical protein				NC_000852.5	281369	281608	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918143	0	live	A488R	PBCV1_A488R	hypothetical protein				NC_000852.5	235101	236054	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918141	0	live	a584R	PBCV1_a584R	hypothetical protein				NC_000852.5	281070	281366	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918140	0	live	a582L	PBCV1_a582L	hypothetical protein				NC_000852.5	280182	280418	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918137	0	live	a555R	PBCV1_a555R	hypothetical protein				NC_000852.5	266521	266862	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918134	0	live	a587R	PBCV1_a587R	hypothetical protein				NC_000852.5	282455	282799	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918132	0	live	A494R	PBCV1_A494R	hypothetical protein				NC_000852.5	238579	239661	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918131	0	live	A493L	PBCV1_A493L	hypothetical protein				NC_000852.5	237944	238519	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918130	0	live	A492L	PBCV1_A492L	hypothetical protein				NC_000852.5	237337	237906	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918129	0	live	a498L	PBCV1_a498L	hypothetical protein				NC_000852.5	240457	240831	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918128	0	live	A497R	PBCV1_A497R	hypothetical protein				NC_000852.5	240443	240883	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918127	0	live	a600R	PBCV1_a600R	hypothetical protein				NC_000852.5	287904	288152	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918124	0	live	a595L	PBCV1_a595L	hypothetical protein				NC_000852.5	286404	286658	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918121	0	live	A166R	PBCV1_A166R	hypothetical protein				NC_000852.5	85431	86237	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918120	0	live	a610R	PBCV1_a610R	hypothetical protein				NC_000852.5	291859	292134	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918116	0	live	a616R	PBCV1_a616R	hypothetical protein				NC_000852.5	294857	295138	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918114	0	live	A607R	PBCV1_A607R	hypothetical protein				NC_000852.5	290633	291808	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918113	0	live	A605L	PBCV1_A605L	hypothetical protein				NC_000852.5	290112	290588	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918111	0	live	a613R	PBCV1_a613R	hypothetical protein				NC_000852.5	293185	293448	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918109	0	live	a589L	PBCV1_a589L	hypothetical protein				NC_000852.5	283489	283719	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918108	0	live	a588R	PBCV1_a588R	hypothetical protein				NC_000852.5	283130	283480	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918107	0	live	a630R	PBCV1_a630R	hypothetical protein				NC_000852.5	303900	304139	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918106	0	live	a626L	PBCV1_a626L	hypothetical protein				NC_000852.5	300882	301106	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918105	0	live	A180R	PBCV1_A180R	hypothetical protein				NC_000852.5	91466	91792	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918104	0	live	A571R	PBCV1_A571R	hypothetical protein				NC_000852.5	276366	276716	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918103	0	live	A570L	PBCV1_A570L	hypothetical protein				NC_000852.5	275920	276306	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918102	0	live	A617R	PBCV1_A617R	hypothetical protein				NC_000852.5	295254	296219	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918100	0	live	A449R	PBCV1_A449R	hypothetical protein				NC_000852.5	217799	218380	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918098	0	live	A568L	PBCV1_A568L	hypothetical protein				NC_000852.5	275356	275895	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918097	0	live	A567L	PBCV1_A567L	hypothetical protein				NC_000852.5	274874	275332	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918096	0	live	A452L	PBCV1_A452L	hypothetical protein				NC_000852.5	219453	219692	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918095	0	live	a451L	PBCV1_a451L	hypothetical protein				NC_000852.5	218974	219279	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918094	0	live	A450R	PBCV1_A450R	hypothetical protein				NC_000852.5	218680	219429	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918093	0	live	A445L	PBCV1_A445L	hypothetical protein				NC_000852.5	215886	217274	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918092	0	live	A444L	PBCV1_A444L	hypothetical protein				NC_000852.5	215534	215848	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918091	0	live	A443R	PBCV1_A443R	hypothetical protein				NC_000852.5	214463	215389	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918090	0	live	a447R	PBCV1_a447R	hypothetical protein				NC_000852.5	216679	216978	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918089	0	live	a446R	PBCV1_a446R	hypothetical protein				NC_000852.5	216349	216654	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918085	0	live	A439R	PBCV1_A439R	hypothetical protein				NC_000852.5	213120	213458	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918083	0	live	A401R	PBCV1_A401R	hypothetical protein				NC_000852.5	194454	195287	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918082	0	live	A400R	PBCV1_A400R	hypothetical protein				NC_000852.5	194063	194419	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918081	0	live	A151R	PBCV1_A151R	hypothetical protein				NC_000852.5	77397	77804	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918078	0	live	A395R	PBCV1_A395R	hypothetical protein				NC_000852.5	191505	191753	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918076	0	live	A394R	PBCV1_A394R	hypothetical protein				NC_000852.5	191103	191468	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918074	0	live	a442R	PBCV1_a442R	hypothetical protein				NC_000852.5	213958	214353	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918073	0	live	A441L	PBCV1_A441L	hypothetical protein				NC_000852.5	213910	214323	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918072	0	live	A574L	PBCV1_A574L	hypothetical protein				NC_000852.5	277272	278066	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918071	0	live	A572R	PBCV1_A572R	hypothetical protein				NC_000852.5	276730	277275	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918069	0	live	a388R	PBCV1_a388R	hypothetical protein				NC_000852.5	189372	189701	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918068	0	live	A416R	PBCV1_A416R	hypothetical protein				NC_000852.5	202802	203368	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918067	0	live	a415L	PBCV1_a415L	hypothetical protein				NC_000852.5	202491	202700	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918066	0	live	A414R	PBCV1_A414R	hypothetical protein				NC_000852.5	202444	202725	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918065	0	live	A421R	PBCV1_A421R	hypothetical protein				NC_000852.5	204921	205217	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918064	0	live	A420L	PBCV1_A420L	hypothetical protein				NC_000852.5	204664	204876	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918061	0	live	A408L	PBCV1_A408L	hypothetical protein				NC_000852.5	199390	200223	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918060	0	live	A407L	PBCV1_A407L	hypothetical protein				NC_000852.5	198725	199357	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918059	0	live	a603R	PBCV1_a603R	hypothetical protein				NC_000852.5	289083	289400	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918057	0	live	A413L	PBCV1_A413L	hypothetical protein				NC_000852.5	201698	202432	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918056	0	live	A412R	PBCV1_A412R	hypothetical protein				NC_000852.5	201158	201697	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918054	0	live	A411R	PBCV1_A411R	hypothetical protein				NC_000852.5	200616	201128	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918053	0	live	A410L	PBCV1_A410L	hypothetical protein				NC_000852.5	200174	200506	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918050	0	live	A417L	PBCV1_A417L	hypothetical protein				NC_000852.5	203344	204633	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918048	0	live	A432R	PBCV1_A432R	hypothetical protein				NC_000852.5	211752	212225	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918045	0	live	A427L	PBCV1_A427L	hypothetical protein				NC_000852.5	207726	208085	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918044	0	live	A426R	PBCV1_A426R	hypothetical protein				NC_000852.5	207379	207723	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918043	0	live	A437L	PBCV1_A437L	hypothetical protein				NC_000852.5	212519	212830	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918042	0	live	A435R	PBCV1_A435R	hypothetical protein				NC_000852.5	212315	212506	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918041	0	live	A577L	PBCV1_A577L	hypothetical protein				NC_000852.5	278644	279045	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918040	0	live	A575L	PBCV1_A575L	hypothetical protein				NC_000852.5	278085	278591	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918039	0	live	A404R	PBCV1_A404R	hypothetical protein				NC_000852.5	196440	197015	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918038	0	live	A403R	PBCV1_A403R	hypothetical protein				NC_000852.5	196114	196395	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918037	0	live	A402R	PBCV1_A402R	hypothetical protein				NC_000852.5	195325	196008	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918035	0	live	A405R	PBCV1_A405R	hypothetical protein				NC_000852.5	197233	198723	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918034	0	live	A596R	PBCV1_A596R	hypothetical protein				NC_000852.5	286625	287053	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918032	0	live	A424R	PBCV1_A424R	hypothetical protein				NC_000852.5	207017	207346	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918029	0	live	A423R	PBCV1_A423R	hypothetical protein				NC_000852.5	206523	206996	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918026	0	live	a198R	PBCV1_a198R	hypothetical protein				NC_000852.5	102399	102623	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918025	0	live	A200R	PBCV1_A200R	hypothetical protein				NC_000852.5	103057	103413	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918024	0	live	A546L	PBCV1_A546L	hypothetical protein				NC_000852.5	261818	263008	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918023	0	live	a235R	PBCV1_a235R	hypothetical protein				NC_000852.5	115879	116130	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918022	0	live	A234L	PBCV1_A234L	hypothetical protein				NC_000852.5	115777	116103	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918021	0	live	a040L	PBCV1_a040L	hypothetical protein				NC_000852.5	24087	24476	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918019	0	live	A554/556/557L	PBCV1_A554/556/557L	hypothetical protein				NC_000852.5	266143	267639	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918018	0	live	a096R	PBCV1_a096R	hypothetical protein				NC_000852.5	50346	50549	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918016	0	live	A565R	PBCV1_A565R	hypothetical protein				NC_000852.5	272865	274877	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918014	0	live	A552R	PBCV1_A552R	hypothetical protein				NC_000852.5	265187	266140	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918009	0	live	a225L	PBCV1_a225L	hypothetical protein				NC_000852.5	112525	112797	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918008	0	live	A129R	PBCV1_A129R	hypothetical protein				NC_000852.5	67952	69028	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918005	0	live	A454L	PBCV1_A454L	hypothetical protein				NC_000852.5	219770	220639	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918004	0	live	a453R	PBCV1_a453R	hypothetical protein				NC_000852.5	219757	220026	plus	0		
10506	Paramecium bursaria Chlorella virus 1	918003	0	live	A620L	PBCV1_A620L	hypothetical protein				NC_000852.5	297436	297687	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918002	0	live	A619L	PBCV1_A619L	hypothetical protein				NC_000852.5	296653	297366	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918001	0	live	a101L	PBCV1_a101L	hypothetical protein				NC_000852.5	52925	53188	minus	0		
10506	Paramecium bursaria Chlorella virus 1	918000	0	live	A089R	PBCV1_A089R	hypothetical protein				NC_000852.5	47628	47834	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917998	0	live	A208R	PBCV1_A208R	hypothetical protein				NC_000852.5	106658	107593	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917997	0	live	A205R	PBCV1_A205R	hypothetical protein				NC_000852.5	104811	105431	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917993	0	live	A202L	PBCV1_A202L	hypothetical protein				NC_000852.5	103726	104067	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917991	0	live	A105L	PBCV1_A105L	hypothetical protein				NC_000852.5	55626	56480	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917988	0	live	a144L	PBCV1_a144L	hypothetical protein				NC_000852.5	74244	75740	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917987	0	live	A171R	PBCV1_A171R	hypothetical protein				NC_000852.5	87904	89067	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917986	0	live	a152L	PBCV1_a152L	hypothetical protein				NC_000852.5	77822	78094	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917984	0	live	A087R	PBCV1_A087R	hypothetical protein				NC_000852.5	45223	46623	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917981	0	live	a204L	PBCV1_a204L	hypothetical protein				NC_000852.5	104256	104495	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917977	0	live	A009R	PBCV1_A009R	hypothetical protein				NC_000852.5	4998	5735	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917976	0	live	A051L	PBCV1_A051L	hypothetical protein				NC_000852.5	28984	29595	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917974	0	live	A604L	PBCV1_A604L	hypothetical protein				NC_000852.5	289592	289996	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917970	0	live	A037L	PBCV1_A037L	hypothetical protein				NC_000852.5	23288	23605	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917969	0	live	A133R	PBCV1_A133R	hypothetical protein				NC_000852.5	69960	70583	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917967	0	live	A621L	PBCV1_A621L	hypothetical protein				NC_000852.5	297719	298072	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917966	0	live	A196L	PBCV1_A196L	hypothetical protein				NC_000852.5	102156	102614	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917965	0	live	A637R	PBCV1_A637R	hypothetical protein				NC_000852.5	307446	307871	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917964	0	live	A636R	PBCV1_A636R	hypothetical protein				NC_000852.5	307085	307375	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917963	0	live	A633R	PBCV1_A633R	hypothetical protein				NC_000852.5	305955	306317	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917960	0	live	A154L	PBCV1_A154L	hypothetical protein				NC_000852.5	79256	80299	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917958	0	live	a069L	PBCV1_a069L	hypothetical protein				NC_000852.5	37433	37873	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917957	0	live	A088R	PBCV1_A088R	hypothetical protein				NC_000852.5	46755	47528	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917955	0	live	A148R	PBCV1_A148R	hypothetical protein				NC_000852.5	76540	76872	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917954	0	live	A635R	PBCV1_A635R	hypothetical protein				NC_000852.5	306774	307031	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917953	0	live	A634L	PBCV1_A634L	hypothetical protein				NC_000852.5	306327	306731	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917952	0	live	A399R	PBCV1_A399R	hypothetical protein				NC_000852.5	193444	194028	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917951	0	live	A398L	PBCV1_A398L	hypothetical protein				NC_000852.5	192998	193354	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917950	0	live	A644R	PBCV1_A644R	hypothetical protein				NC_000852.5	310449	310970	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917949	0	live	A643R	PBCV1_A643R	hypothetical protein				NC_000852.5	309013	310410	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917948	0	live	A629R	PBCV1_A629R	hypothetical protein				NC_000852.5	303605	305920	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917945	0	live	A153R	PBCV1_A153R	hypothetical protein				NC_000852.5	77880	79259	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917944	0	live	A659L	PBCV1_A659L	hypothetical protein				NC_000852.5	316000	316578	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917942	0	live	a106R	PBCV1_a106R	hypothetical protein				NC_000852.5	55770	56168	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917941	0	live	A233R	PBCV1_A233R	hypothetical protein				NC_000852.5	115442	115780	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917940	0	live	A656L	PBCV1_A656L	hypothetical protein				NC_000852.5	315127	315849	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917938	0	live	A079R	PBCV1_A079R	hypothetical protein				NC_000852.5	42467	43195	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917937	0	live	A601R	PBCV1_A601R	hypothetical protein				NC_000852.5	288225	288530	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917936	0	live	A598L	PBCV1_A598L	hypothetical protein				NC_000852.5	287054	288145	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917935	0	live	a172L	PBCV1_a172L	hypothetical protein				NC_000852.5	88627	88947	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917934	0	live	a004L	PBCV1_a004L	hypothetical protein				NC_000852.5	1891	2127	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917933	0	live	A002L	PBCV1_A002L	hypothetical protein				NC_000852.5	512	1063	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917931	0	live	a112L	PBCV1_a112L	hypothetical protein				NC_000852.5	58775	59068	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917930	0	live	A035L	PBCV1_A035L	hypothetical protein				NC_000852.5	21500	23260	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917928	0	live	A150L	PBCV1_A150L	hypothetical protein				NC_000852.5	76856	77314	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917925	0	live	a080L	PBCV1_a080L	hypothetical protein				NC_000852.5	42638	43045	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917924	0	live	A137R	PBCV1_A137R	hypothetical protein				NC_000852.5	71625	71843	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917918	0	live	a232R	PBCV1_a232R	hypothetical protein				NC_000852.5	115006	115269	plus	0		
10506	Paramecium bursaria Chlorella virus 1	917917	0	live	A231L	PBCV1_A231L	hypothetical protein				NC_000852.5	114214	115365	minus	0		
10506	Paramecium bursaria Chlorella virus 1	917916	0	live	A077L	PBCV1_A077L	hypothetical protein				NC_000852.5	40470	40745	minus	0		
